availability,channel_discovered,duration,kind,search_query,tested_seconds,title,title_discovered,url,video_id,yt_dlp_error,yt_dlp_ok
,LaserBolt,,youtube,reviews,7.34,,Silent Hill Townfall Early Reviews All Agree On One Thing,https://www.youtube.com/watch?v=kAeYLk3aZbE,kAeYLk3aZbE,ERROR: [youtube] kAeYLk3aZbE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Beyond EV,,youtube,reviews,8.99,,The CHEAPEST Car in Australia: 2026 BYD Atto 1 Review [Affordable EV Month Ep. 1],https://www.youtube.com/watch?v=cybtxl1lwJo,cybtxl1lwJo,ERROR: [youtube] cybtxl1lwJo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Skill Up,,youtube,reviews,6.96,,I do not recommend: Marvel's Wolverine (Review),https://www.youtube.com/watch?v=YhUiptupV7A,YhUiptupV7A,ERROR: [youtube] YhUiptupV7A: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,carandbike,,youtube,reviews,7.32,,MG Hector Tomahawk EV Review: Is It Better Than The 9S?,https://www.youtube.com/watch?v=MhXsh4jXb44,MhXsh4jXb44,ERROR: [youtube] MhXsh4jXb44: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,KarissaEats,,youtube,reviews,7.05,,Only Eating at Restaurants with No Reviews!,https://www.youtube.com/watch?v=SOXe0Eu9syY,SOXe0Eu9syY,ERROR: [youtube] SOXe0Eu9syY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Chris Stuckmann,,youtube,reviews,7.04,,Resident Evil - Movie Review,https://www.youtube.com/watch?v=pNM2Za9c0Bg,pNM2Za9c0Bg,ERROR: [youtube] pNM2Za9c0Bg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Brian Tong,,youtube,reviews,6.45,,iPhone 18 Pro/18 Pro Max Review - Still A BEAST!...But Should You Upgrade?,https://www.youtube.com/watch?v=recR5oTGQRM,recR5oTGQRM,ERROR: [youtube] recR5oTGQRM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Chase the Summit,,youtube,reviews,7.4,,Apple Watch Series 12 Review: 5 Things That Surprised Me (Vs. Ultra 4!),https://www.youtube.com/watch?v=D0WvOJUNLpY,D0WvOJUNLpY,ERROR: [youtube] D0WvOJUNLpY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Tech Burner,,youtube,reviews,6.68,,Apple iPhone 18 Pro Unboxing & Review ! *Biggest Price Upgrade*,https://www.youtube.com/watch?v=TQGnPPdh2S8,TQGnPPdh2S8,ERROR: [youtube] TQGnPPdh2S8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Addie Bowley,,youtube,reviews,6.64,,1 Star Reviews but they get increasingly outrageous,https://www.youtube.com/watch?v=nZCMdiUV07E,nZCMdiUV07E,ERROR: [youtube] nZCMdiUV07E: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,CNET,,youtube,reviews,6.85,,Apple Watch Series 12 Review: Creepy or Cool? A Little of Both | All Things Mobile,https://www.youtube.com/watch?v=A-PoMH43-do,A-PoMH43-do,ERROR: [youtube] A-PoMH43-do: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,IGN,,youtube,reviews,6.74,,Resident Evil Review,https://www.youtube.com/watch?v=S0e1bWvRjHk,S0e1bWvRjHk,ERROR: [youtube] S0e1bWvRjHk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Steve1989MREInfo,,youtube,reviews,7.15,,2024 US FSR 24 Hour Ration Review Honey BBQ Chicken Sandwich MRE Tasting Test Meal Ready to Eat,https://www.youtube.com/watch?v=aJQbaVMfW5g,aJQbaVMfW5g,ERROR: [youtube] aJQbaVMfW5g: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,DW Documentary,,youtube,documentary,7.17,,Backbreaking work: Deep-sea fishing in the Arctic Ocean | DW Documentary,https://www.youtube.com/watch?v=Ryz283fY518,Ryz283fY518,ERROR: [youtube] Ryz283fY518: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Tried&Refused Productions.,,youtube,reviews,7.54,,VIBE Movie Review & Analysis | Kunal Khemu | Preity Zinta,https://www.youtube.com/watch?v=QC3naGLYxOk,QC3naGLYxOk,ERROR: [youtube] QC3naGLYxOk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,5-Minute Crafts,,youtube,DIY,7.02,,🎀 CUTE CRAFTS You Can Make at Home! ✨ Easy DIY Ideas,https://www.youtube.com/watch?v=Ue0KcmEh2Ao,Ue0KcmEh2Ao,ERROR: [youtube] Ue0KcmEh2Ao: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,DIY- Cement craft ideas,,youtube,DIY,7.93,,"Amazing Creations from Cement and Wooden Pallets, DIY Garden Decorations From Recycled",https://www.youtube.com/watch?v=A5USmqd43Vc,A5USmqd43Vc,ERROR: [youtube] A5USmqd43Vc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Beverly's Stunning Creations,,youtube,DIY,7.44,,3 EASY Dollar Tree CHRISTMAS DIY'S that ANYONE CAN MAKE!,https://www.youtube.com/watch?v=BhwnLz9m3Xg,BhwnLz9m3Xg,ERROR: [youtube] BhwnLz9m3Xg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Hafu Go,,youtube,DIY,8.1,,Level 1 to 100 DIY Inventions,https://www.youtube.com/watch?v=sBWOGp3QReU,sBWOGp3QReU,ERROR: [youtube] sBWOGp3QReU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,ProfessorBoots,,youtube,DIY,7.21,,3D Printed FPV RC Excavator - DIY,https://www.youtube.com/watch?v=BNYgC0iiT78,BNYgC0iiT78,ERROR: [youtube] BNYgC0iiT78: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Inventor 101,,youtube,DIY,8.0,,3 DIY INVENTIONS,https://www.youtube.com/watch?v=Y--c1L6eWBk,Y--c1L6eWBk,ERROR: [youtube] Y--c1L6eWBk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Miguelito'sDIY,,youtube,DIY,7.59,,De BASURA a LUJO 💎 25 Ideas DIY para Decorar tu Casa,https://www.youtube.com/watch?v=Oj_H1C2j3ns,Oj_H1C2j3ns,ERROR: [youtube] Oj_H1C2j3ns: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,5-Minute Crafts,,youtube,DIY,7.87,,TRAVEL SMARTER WITH THESE ESSENTIAL HACKS AND DIY! 🧳💡,https://www.youtube.com/watch?v=-5vUZTbp0FU,-5vUZTbp0FU,ERROR: [youtube] -5vUZTbp0FU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Leyla Tavas,,youtube,DIY,7.6,,15 diy room decor ideas *aesthetic* ✧･ﾟ: *,https://www.youtube.com/watch?v=rmcbxy38HaE,rmcbxy38HaE,ERROR: [youtube] rmcbxy38HaE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Girl Crafts,,youtube,DIY,7.95,,"100 DIY - EASY LIFE HACKS AND DIY PROJECTS YOU CAN DO IN 5 MINUTES - ROOM DECOR, PHONE CASE and more",https://www.youtube.com/watch?v=aUYpPS1SRmc,aUYpPS1SRmc,ERROR: [youtube] aUYpPS1SRmc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Make Waves,,youtube,DIY,7.82,,"DIY Inventions That Look IMPOSSIBLE, But Are Actually Easy",https://www.youtube.com/watch?v=1ff2MzilOnQ,1ff2MzilOnQ,ERROR: [youtube] 1ff2MzilOnQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,123 GO! Planet,,youtube,DIY,7.05,,DIY Your Own Cool Shoes! 🎨👟 Crazy Food Hacks And School Ideas by 123 GO! Planet,https://www.youtube.com/watch?v=wWFRCHh_p4o,wWFRCHh_p4o,ERROR: [youtube] wWFRCHh_p4o: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,DIY Tiff,,youtube,DIY,7.48,,I can't believe more people don't do this,https://www.youtube.com/watch?v=AyNNuGl6pcg,AyNNuGl6pcg,ERROR: [youtube] AyNNuGl6pcg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Tushu art & craft and 2 more,,youtube,DIY,7.65,,DIY 9 VIRAL Squishies You Can Make at Home! 😍,https://www.youtube.com/watch?v=YO2iRFlAH7E,YO2iRFlAH7E,ERROR: [youtube] YO2iRFlAH7E: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,The Secret Craft Room,,youtube,DIY,6.83,,DIY Halloween Magic: Create Your Own Faux Stained Glass Bat Lamp 🦇,https://www.youtube.com/watch?v=1J7jzYMZ10I,1J7jzYMZ10I,ERROR: [youtube] 1J7jzYMZ10I: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Drew Builds Stuff,,youtube,DIY,7.1,,TINY COTTAGE IN THE WOODS - Full DIY Build,https://www.youtube.com/watch?v=bq6tKhx2D9U,bq6tKhx2D9U,ERROR: [youtube] bq6tKhx2D9U: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Fun Caboodle,,youtube,DIY,6.79,,Toy Story 5 Movie DIY Squishy Dumplings Step By Step Tutorial! Crafts for Kids,https://www.youtube.com/watch?v=4CQBBQXHULU,4CQBBQXHULU,ERROR: [youtube] 4CQBBQXHULU: This video is not available,False
,Affg Eren,,youtube,DIY,7.07,,🎁 3 Christmas DIY Ideas That Will Surprise You! 🤯✨,https://www.youtube.com/watch?v=5Bg2Smx8xs4,5Bg2Smx8xs4,ERROR: [youtube] 5Bg2Smx8xs4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,"SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art",,youtube,DIY,6.71,,"Morning Routine (10 DIY Ideas, Makeup, Healthy Recipes)",https://www.youtube.com/watch?v=KzTfGNf8jDg,KzTfGNf8jDg,ERROR: [youtube] KzTfGNf8jDg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Cozy DIY Home,,youtube,DIY,7.08,,30 IKEA Hacks That'll Make Your Home Feel Cozy!,https://www.youtube.com/watch?v=r9r6_BdMMX8,r9r6_BdMMX8,ERROR: [youtube] r9r6_BdMMX8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
